LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
148704361,177335383,0.3677,-,+,9,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,24636453,2,Unknown,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3,1
711079196,572082310,0.3115,-,-,12,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,38529740,1,2,S,E,711075152,711079408,4256,572079588,572083969,4381,1,No,5,5,1
6279971,148937947,1.13668,+,-,53,Interchromosomal,No,No,InFrame,TT-TG,NonCanonicalPattern,46627065,2,6,M,M,6279708,6280173,465,148937916,148943149,5233,2,Yes,3,6,1
18208094,18211075,1.0116,-,-,4,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,3954132,1,3,M,E,18205235,18208218,2984,18208253,18211644,3392,4,Yes,10,12,1
31858292,31858692,0.156,+,+,5,Intrachromosomal,Yes,No,InFrame,CT-CC,NonCanonicalPattern,32051282,1,1,M,M,31855518,31858459,2942,31858607,31867385,8779,3,Yes,1,18,1
69620683,69599842,0.1712,-,-,4,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,23484626,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16,1
3672414,166634960,0.1932,-,-,6,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,31263579,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24,1
13884193,21648539,0.7958,+,+,3,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3770028,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
18149839,29883500,3.2973,+,-,13,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3942620,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
761487649,637837429,0.3049,-,+,9,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,29554504,1,1,M,M,761487142,761487820,678,637837317,637837866,549,1,No,2,1,1
1605816,1599614,1.0241,+,+,4,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3905869,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
601191853,683769289,1.0008,+,+,30,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,30007271,1,Unknown,E,O,601191756,601192767,1011,683769319,683769794,475,1,No,4,3,1
1605816,1599614,1.3521,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2218849,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
19391425,19401494,1.1044,-,-,35,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,31691416,1,2,S,E,19383372,19391614,8243,19398528,19401939,3412,1,No,6,11,1
183446339,84954688,0.2923,-,+,10,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,31351217,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8,1
220068283,219981559,1.25103,+,+,36,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,28776357,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4,1
13884193,21648539,0.5048,+,+,2,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3961808,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
220068283,219981559,0.3586,+,+,9,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,25206127,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4,1
750140812,697742110,0.1993,-,-,8,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,40149981,5,6,S,E,750138856,750142385,3529,697740148,697743591,3443,2,Yes,10,11,1
1605816,1599614,1.0141,+,+,4,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3944384,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
13573491,13591228,3.7314,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,535992,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
148704361,177335383,0.5821,-,+,18,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,29306860,2,Unknown,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3,1
750140812,697742110,0.1577,-,-,6,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,38059159,5,6,S,E,750138856,750142385,3529,697740148,697743591,3443,2,Yes,10,11,1
28208852,28209887,0.411055,+,+,12,Intrachromosomal,Yes,No,InFrame,GG-GT,NonCanonicalPattern,29193175,1,1,M,M,28208515,28208862,347,28209773,28211915,2142,6,Yes,1,2,1
10836239,10859911,0.5076,-,-,2,Intrachromosomal,Yes,No,FrameShift,AC-CT,NonCanonicalPattern,3940183,16,2,M,M,10835735,10840872,5138,10858232,10860322,2091,5,Yes,16,7,1
16248979,13217973,0.7638,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3927730,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
1605816,1599614,0.5077,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3939334,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
22215326,179433116,0.674862,+,-,11,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,16299632,2,3,M,M,22214840,22216179,1339,179432071,179434295,2224,4,Yes,2,4,1
10836510,10859913,1.0101,-,-,4,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3960004,15,2,S,E,10835735,10840872,5138,10858232,10860322,2091,5,Yes,16,7,1
3427975,3364452,0.2177,+,+,7,Intrachromosomal,Yes,No,InFrame,CT-AA,NonCanonicalPattern,32154340,9,6,M,M,3424669,3428098,3430,3361187,3364486,3300,1,No,9,6,1
10836510,10859913,0.5062,-,-,2,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3951008,15,2,S,E,10835735,10840872,5138,10858232,10860322,2091,5,Yes,16,7,1
13573491,13591228,0.5379,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3718163,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
13670991,13853792,0.8502,+,-,3,Intrachromosomal,No,No,InFrame,GA-AT,NonCanonicalPattern,3528706.5,19,1,M,M,13666396,13671754,5359,13853699,13856297,2599,7,Yes,19,1,1
13884190,21648536,0.509,+,+,2,Interchromosomal,Yes,No,InFrame,GA-TT,NonCanonicalPattern,3928973,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
136110059,212988537,0.1767,+,-,4,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,22725470,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13,1
18149839,29883500,2.5246,+,-,10,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,3961024,2,16,E,E,18149197,18151295,2099,29882121,29887414,5294,1,No,5,20,1
13573491,13591228,0.6287,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3181167,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
13573491,13591228,1.0177,-,+,4,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3930431,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
1605816,1599614,0.5082,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3935458,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
69312616,10344452,0.4617,+,-,9,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,19493135,Unknown,Unknown,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8,1
237235348,237019641,0.172391,-,+,6,Intrachromosomal,No,No,InFrame,AG-GG,NonCanonicalPattern,34804614,1,1,M,M,237234194,237235442,1248,237019538,237020968,1430,2,Yes,2,3,1
17203708,8587556,0.2539,-,+,2,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,7877117,1,4,S,S,17203010,17204346,1337,8586335,8588180,1846,1,No,2,5,1
5319233,11286401,1.1033,-,-,43,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,38992024,9,9,M,M,5319080,5322498,3418,11286117,11289669,3552,3,Yes,9,9,1
1605816,1599614,1.0135,+,+,4,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3946736.333,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
45965498,86891391,0.4671,-,-,13,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,28028404,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17,1
17462369,19721654,0.6378,+,-,2,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3135734.5,6,8,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
113531423,241790980,0.301001,+,+,6,Interchromosomal,Yes,No,InFrame,GC-GA,NonCanonicalPattern,19933484,1,1,M,M,113531337,113532876,1539,241790563,241792537,1974,1,No,4,2,1
409837105,409853555,0.2588,-,-,10,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,38651593,4,4,S,E,409835900,409838736,2836,409852087,409857399,5312,3,Yes,5,5,1
18208094,18211075,2.2801,-,-,9,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3947223,1,3,M,E,18205235,18208218,2984,18208253,18211644,3392,4,Yes,10,12,1
13522254,10208897,0.8466,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3543651,5,3,S,E,13520325,13523918,3594,10207727,10210231,2505,3,Yes,12,4,1
409837105,409853555,0.1703,-,-,5,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29375880,4,4,S,E,409835900,409838736,2836,409852087,409857399,5312,3,Yes,5,5,1
1605816,1599614,0.737,+,+,2,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2713704,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
76808018,23474905,0.4809,+,+,14,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29256415,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
17203708,8587556,1.0133,-,+,4,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3947498,1,4,S,S,17203010,17204346,1337,8586335,8588180,1846,1,No,2,5,1
71608608,145335659,0.242261,-,-,8,Interchromosomal,Yes,No,InFrame,GT-TT,NonCanonicalPattern,33022244,2,2,M,M,71608357,71611401,3044,145335047,145336357,1310,5,Yes,2,2,1
750140812,697742110,0.9731,-,-,39,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,40084460,5,6,S,E,750138856,750142385,3529,697740148,697743591,3443,2,Yes,10,11,1
22215326,179433116,1.30987,+,-,37,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,28246992,2,3,M,M,22214840,22216179,1339,179432071,179434295,2224,4,Yes,2,4,1
31858292,31858692,0.4694,+,+,15,Intrachromosomal,Yes,No,InFrame,CT-CC,NonCanonicalPattern,31955688,1,1,M,M,31855518,31858459,2942,31858607,31867385,8779,3,Yes,1,18,1
595162220,729294374,0.4786,+,+,18,Interchromosomal,Yes,Yes,Unknown,GT-AG,CanonicalPattern,37720983,2,2,E,S,595161545,595165983,4438,729293649,729297303,3654,2,Yes,14,13,1
5319233,11286401,0.3081,-,-,7,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,22743715,9,9,M,M,5319080,5322498,3418,11286117,11289669,3552,3,Yes,9,9,1
17203708,8587556,0.7592,-,+,3,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3951528,1,4,S,S,17203010,17204346,1337,8586335,8588180,1846,1,No,2,5,1
67417664,146026827,0.6621,+,-,18,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,27343222,22,2,E,E,67393067,67424358,31291,146020322,146027329,7007,1,No,33,8,1
45965498,86891391,0.184,-,-,6,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,32601930,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17,1
48027483,75991491,0.2318,-,+,7,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,23028156,2,3,S,S,48026789,48028431,1642,75990471,75991985,1514,2,Yes,3,3,1
22215326,179433116,0.391961,+,-,9,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,22961444,2,3,M,M,22214840,22216179,1339,179432071,179434295,2224,4,Yes,2,4,1
16248979,13217973,0.6275,-,-,2,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3187251,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
18759404,18857289,0.1305,-,+,2,Intrachromosomal,No,No,InFrame,AA-TG,NonCanonicalPattern,15331043.67,5,1,M,M,18758699,18763503,4805,18855955,18858552,2598,1,No,6,4,1
13573491,13591228,1.1978,-,+,3,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,2504592,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
52397029,22896610,0.187715,+,-,8,Interchromosomal,No,No,InFrame,AG-CT,NonCanonicalPattern,42617697,1,1,M,M,52396879,52397849,970,22891546,22897045,5499,3,Yes,1,4,1
10935506,264971757,0.1012,+,+,5,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,22854251,4,3,E,S,10933582,10937576,3994,264969862,264973599,3737,1,No,9,8,1
3289197,156372332,2.2265,-,+,43,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,9664146,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4,1
605165607,605035361,0.2634,-,-,9,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,34171054,1,13,M,E,605165521,605167463,1942,605034659,605038359,3700,1,No,1,15,1
16860569,16873544,0.5044,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3965205,3,6,S,S,16855500,16861529,6030,16871578,16874367,2790,3,Yes,23,7,1
239334320,239346848,4.436,-,-,130,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29306860,7,7,S,E,239326471,239337775,11304,239339326,239352162,12836,8,Yes,10,19,1
13716239,127175327,0.136722,-,-,4,Interchromosomal,Yes,No,InFrame,GC-AG,CanonicalPattern,29256415,2,2,S,M,13715219,13719719,4500,127160226,127175764,15538,2,Yes,4,5,1
212549356,145098585,1.6802,+,+,42,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,24636453,6,18,E,S,212545404,212550178,4774,145087999,145100074,12075,1,No,8,20,1
19537529,10081731,1.2747,+,-,4,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3137993,3,2,E,E,19537090,19538820,1731,10079998,10082057,2060,1,No,6,6,1
11564038,11242269,2.5916,+,-,117,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,45196816,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
13884190,21648536,0.5045,+,+,2,Interchromosomal,Yes,No,InFrame,GA-TT,NonCanonicalPattern,3964196.333,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
69312616,10344452,0.1065,+,-,3,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,28322311,Unknown,Unknown,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8,1
512282792,585067304,0.2046,-,-,7,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,34216367,1,1,S,M,512280900,512282893,1993,585065580,585067305,1725,2,Yes,5,3,1
76808018,23474905,4.1242,+,+,114,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,27792905,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3,1
17203708,8587556,0.2611,-,+,2,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,7659900,1,4,S,S,17203010,17204346,1337,8586335,8588180,1846,1,No,2,5,1
13884193,21648539,0.51,+,+,2,Interchromosomal,Yes,No,InFrame,AA-AG,NonCanonicalPattern,3921569,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
16602799,256719298,0.25012,-,-,6,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,23988519,9,4,S,E,16601750,16617586,15836,256712433,256721805,9372,6,Yes,17,24,1
13884188,21648534,1.02,+,+,4,Interchromosomal,Yes,No,InFrame,TT-TC,NonCanonicalPattern,3930818,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
761487649,637837429,0.4269,-,+,16,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,37557703,1,1,M,M,761487142,761487820,678,637837317,637837866,549,1,No,2,1,1
3672414,166634960,0.3466,-,-,8,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,23241741,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24,1
10935506,264971757,0.3048,+,+,10,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,24142871,4,3,E,S,10933582,10937576,3994,264969862,264973599,3737,1,No,9,8,1
130238792,248756564,0.1003,-,-,3,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,29970287,Unknown,2,O,E,130239174,130245123,5949,248754174,248757380,3206,2,Yes,7,8,1
601191853,683769289,1.0953,+,+,40,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,36547508,1,Unknown,E,O,601191756,601192767,1011,683769319,683769794,475,1,No,4,3,1
15100061,77252,0.506,+,+,2,Interchromosomal,Yes,No,InFrame,TA-GG,NonCanonicalPattern,3952708.333,9,2,M,M,15098041,15100783,2743,76481,77672,1192,3,Yes,9,2,1
3279101,20935494,0.062,-,-,2,Interchromosomal,Yes,No,InFrame,CT-CC,NonCanonicalPattern,32258064,1,1,M,M,3278451,3279419,969,20934960,20936052,1093,2,Yes,2,2,1
7066719,14872590,0.1253,+,-,4,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,31923383,1,Unknown,M,O,7066564,7067291,728,14869094,14872480,3387,1,No,1,6,1
18759404,18857289,0.5082,-,+,2,Intrachromosomal,No,No,InFrame,AA-TG,NonCanonicalPattern,3935535.5,5,1,M,M,18758699,18763503,4805,18855955,18858552,2598,1,No,6,4,1
49646738,49668741,1.1544,-,-,21,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,18314372,8,8,S,E,49638181,49666926,28745,49668126,49672715,4589,2,Yes,7,8,1
183446339,84954688,0.1428,-,+,4,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,28146341,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8,1
226036217,226029464,1.51928,+,+,38,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,25011781,9,7,E,S,226033584,226052526,18942,226021783,226029864,8081,5,Yes,12,7,1
28208855,28209890,0.648903,+,+,20,Intrachromosomal,Yes,No,InFrame,CC-GA,NonCanonicalPattern,30821270,1,1,M,M,28208515,28208862,347,28209773,28211915,2142,6,Yes,1,2,1
19537529,10081731,0.5051,+,-,2,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3959612,3,2,E,E,19537090,19538820,1731,10079998,10082057,2060,1,No,6,6,1
13884184,21648530,0.1255,+,+,5,Interchromosomal,Yes,No,InFrame,GC-TC,NonCanonicalPattern,39840637,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
17462369,19721654,0.3377,+,-,2,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,5921572,6,8,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
88328921,88210835,5.8838,-,+,138,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,23454250,1,1,S,M,88315712,88329135,13423,88210648,88214383,3735,2,Yes,11,2,1
133773152,222088326,2.32032,-,+,80,Intrachromosomal,No,No,InFrame,TG-TG,NonCanonicalPattern,34477939,1,2,M,M,133772518,133773726,1208,222086026,222091136,5110,3,Yes,1,4,1
17462369,19721654,1.0133,+,-,4,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,3947595.5,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
13573491,13591228,0.5079,-,+,2,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3937783,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
40359321,289357927,0.4177,+,-,13,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,30317842,2,4,M,M,40358583,40364914,6331,289355952,289359060,3108,2,Yes,4,7,1
11564038,11242269,3.9065,+,-,74,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,18942783,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
5319233,11286401,0.2638,-,-,6,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,22771504,9,9,M,M,5319080,5322498,3418,11286117,11289669,3552,3,Yes,9,9,1
1605816,1599614,1.2558,+,+,3,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2388863.5,9,3,E,S,1603359,1606243,2885,1598449,1601437,2989,7,Yes,10,11,1
42088684,12567216,1.8576,-,-,50,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,27065446,3,10,S,E,42088552,42089954,1402,12566874,12571003,4129,1,No,4,10,1
11457626,7072983,0.5062,+,-,2,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3951008,1,8,E,E,11456802,11463896,7095,7072192,7076619,4428,3,Yes,12,8,1
17203708,8587556,0.506,-,+,2,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,3952569,1,4,S,S,17203010,17204346,1337,8586335,8588180,1846,1,No,2,5,1
11564038,11242269,2.46609,+,-,53,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,21491511,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
67417664,146026827,1.3312,+,-,23,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,17332066,22,2,E,E,67393067,67424358,31291,146020322,146027329,7007,1,No,33,8,1
11564038,11242269,2.5283,+,-,88,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,34978748,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
16248979,13217973,0.5022,-,-,2,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3982477,7,2,S,E,16248286,16250925,2640,13213100,13218724,5625,1,No,9,18,1
3672414,166634960,0.2518,-,-,6,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,23935682,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24,1
13670991,13853792,0.1783,+,-,2,Intrachromosomal,No,No,InFrame,GA-AT,NonCanonicalPattern,11216571.6,18,1,M,M,13666396,13671754,5359,13853699,13856297,2599,7,Yes,19,1,1
13884194,21648540,1.0185,+,+,4,Interchromosomal,Yes,No,InFrame,AA-GA,NonCanonicalPattern,3927271.667,2,2,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
17462368,19721655,0.38,+,-,2,Intrachromosomal,No,No,InFrame,TC-CG,NonCanonicalPattern,5283798,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
13573491,13591228,1.009,-,+,3,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,2973241,9,7,S,S,13572885,13575639,2755,13588948,13593662,4715,7,Yes,11,16,1
13884184,21648530,0.2099,+,+,2,Interchromosomal,Yes,No,InFrame,GC-TC,NonCanonicalPattern,9529103.5,2,1,M,M,13883167,13885063,1897,21647821,21649567,1747,14,Yes,3,3,1
11564038,11242269,0.2168,+,-,5,Intrachromosomal,No,No,Unknown,GT-AG,CanonicalPattern,23134578,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
17462369,19721654,1.0254,+,-,10,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,9752133.5,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
10836510,10859913,1.3985,-,-,4,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2860193.5,15,2,S,E,10835735,10840872,5138,10858232,10860322,2091,5,Yes,16,7,1
10935506,264971757,0.3043,+,+,14,Interchromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,24753525,4,3,E,S,10933582,10937576,3994,264969862,264973599,3737,1,No,9,8,1
209484461,273585849,0.171221,-,-,4,Interchromosomal,Yes,No,InFrame,CT-CC,NonCanonicalPattern,23361622,2,1,M,M,209484180,209488328,4148,273584512,273586069,1557,1,No,2,1,1
18848095,6094099,1.2665,+,-,5,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,3947959,9,4,M,M,18842553,18849741,7189,6092682,6095080,2399,1,No,11,9,1
13522254,10208897,0.753,-,-,3,Interchromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3984064,5,4,S,E,13520325,13523918,3594,10207727,10210231,2505,3,Yes,12,4,1
11564038,11242269,2.59422,+,-,51,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,19659096,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5,1
136110059,212988537,0.1303,+,-,3,Interchromosomal,No,No,Unknown,GT-AG,CanonicalPattern,23134326,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13,1
15100061,77252,1.5194,+,+,6,Interchromosomal,Yes,No,InFrame,TA-GG,NonCanonicalPattern,3948887,8,2,M,M,15098041,15100783,2743,76481,77672,1192,3,Yes,9,2,1
15393310,690249,0.1121,+,-,3,Interchromosomal,No,No,InFrame,CA-CC,NonCanonicalPattern,26753252,1,1,M,M,15393047,15399419,6373,688813,690460,1648,8,Yes,21,8,1
17462369,19721654,1.0057,+,-,9,Intrachromosomal,No,No,InFrame,CT-GA,NonCanonicalPattern,8949249.5,6,9,M,M,17459873,17462516,2644,19721465,19723307,1843,3,Yes,6,9,1
28208852,28209887,0.479892,+,+,10,Intrachromosomal,Yes,No,InFrame,GG-GT,NonCanonicalPattern,20838001,1,1,M,M,28208515,28208862,347,28209773,28211915,2142,6,Yes,1,2,1
409837105,409853555,0.1567,-,-,6,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,30222074,4,4,S,E,409835900,409838736,2836,409852087,409857399,5312,3,Yes,5,5,1
19391425,19401494,0.3491,-,-,9,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,25780578,1,2,S,E,19383372,19391614,8243,19398528,19401939,3412,1,No,6,11,1
69620683,69599842,0.3418,-,-,8,Intrachromosomal,Yes,No,Unknown,GT-AG,CanonicalPattern,23458543,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16,1
